Mostrar_Tabela;2022-06-03 11:05:38;2022-06-03 11:05:38;0.003000
Mostrar_Tabela;2022-06-03 11:15:17;2022-06-03 11:15:55;38.732000
Mostrar_Tabela;2022-06-03 11:16:56;2022-06-03 11:17:00;4.367000
Mostrar_Tabela;2022-06-03 11:36:03;2022-06-03 11:36:03;0.002000
Mostrar_Tabela;2022-06-03 11:37:31;2022-06-03 11:37:31;0.003000
Mostrar_Tabela;2022-06-03 11:45:14;2022-06-03 11:45:14;0.006000
Mostrar_Tabela;2022-06-03 11:45:39;2022-06-03 11:45:39;0.005000
Mostrar_Tabela;2022-06-03 11:55:57;2022-06-03 11:55:57;0.005000
Mostrar_Tabela;2022-06-03 11:58:35;2022-06-03 11:58:35;0.006000
Mostrar_Tabela;2022-06-03 11:59:18;2022-06-03 11:59:18;0.004000
Mostrar_Tabela;2022-06-03 11:59:26;2022-06-03 11:59:26;0.004000
Mostrar_Tabela;2022-06-03 12:01:29;2022-06-03 12:01:29;0.004000
Mostrar_Tabela;2022-06-03 12:02:11;2022-06-03 12:02:11;0.004000
Mostrar_Tabela;2022-06-03 12:02:27;2022-06-03 12:02:27;0.004000
Mostrar_Tabela;2022-06-03 12:02:34;2022-06-03 12:02:34;0.004000
Mostrar_Tabela;2022-06-03 12:03:55;2022-06-03 12:03:55;0.006000
SELECT;2022-06-03 12:12:47;2022-06-03 12:12:47;0.003000
SELECT;2022-06-03 12:15:26;2022-06-03 12:15:26;0.003000
SELECT;2022-06-03 12:17:15;2022-06-03 12:17:15;0.003000
SELECT;2022-06-03 12:18:48;2022-06-03 12:18:48;0.004000
SELECT;2022-06-03 13:42:10;2022-06-03 13:42:10;0.005000
SELECT;2022-06-03 13:48:15;2022-06-03 13:48:15;0.005000
Mostrar_Tabela;2022-06-03 13:57:37;2022-06-03 13:57:37;0.005000
SELECT;2022-06-03 13:58:01;2022-06-03 13:58:01;0.004000
SELECT;2022-06-03 14:19:49;2022-06-03 14:19:49;0.004000
Mostrar_Tabela;2022-06-03 14:30:21;2022-06-03 14:30:21;0.006000
Mostrar_Tabela;2022-06-03 14:30:27;2022-06-03 14:30:27;0.005000
Mostrar_Tabela;2022-06-03 14:30:27;2022-06-03 14:30:27;0.003000
Mostrar_Tabela;2022-06-03 15:04:39;2022-06-03 15:04:39;0.005000
SELECT;2022-06-03 15:04:50;2022-06-03 15:04:50;0.005000
Mostrar_Tabela;2022-06-03 15:07:59;2022-06-03 15:07:59;0.005000
Mostrar_Tabela;2022-06-03 15:08:41;2022-06-03 15:08:41;0.004000
Mostrar_Tabela;2022-06-03 15:08:56;2022-06-03 15:08:56;0.006000
SELECT;2022-06-03 15:09:03;2022-06-03 15:09:03;0.005000
Mostrar_Tabela;2022-06-03 15:10:00;2022-06-03 15:10:00;0.009000
SELECT;2022-06-03 15:10:11;2022-06-03 15:10:11;0.006000
SELECT;2022-06-03 15:10:20;2022-06-03 15:10:20;0.006000
SELECT;2022-06-03 15:12:07;2022-06-03 15:12:07;0.006000
Mostrar_Tabela;2022-06-03 15:13:39;2022-06-03 15:13:39;0.006000
Mostrar_Tabela;2022-06-03 15:14:23;2022-06-03 15:14:23;0.012000
Mostrar_Tabela;2022-06-03 15:22:20;2022-06-03 15:22:20;0.010000
Mostrar_Tabela;2022-06-03 15:22:54;2022-06-03 15:22:54;0.009000
Mostrar_Tabela;2022-06-03 15:24:24;2022-06-03 15:24:24;0.002000
Mostrar_Tabela;2022-06-03 15:24:49;2022-06-03 15:24:49;0.004000
Mostrar_Tabela;2022-06-03 15:25:42;2022-06-03 15:25:42;0.004000
Mostrar_Tabela;2022-06-03 15:27:24;2022-06-03 15:27:24;0.006000
Mostrar_Tabela;2022-06-03 15:28:46;2022-06-03 15:28:46;0.003000
Mostrar_Tabela;2022-06-03 15:28:46;2022-06-03 15:28:46;0.003000
Mostrar_Tabela;2022-06-03 15:28:52;2022-06-03 15:28:52;0.004000
Mostrar_Tabela;2022-06-03 15:28:56;2022-06-03 15:28:56;0.006000
DROP_TABLE;2022-06-03 15:29:06;2022-06-03 15:29:06;0.000000
Mostrar_Tabela;2022-06-03 15:29:18;2022-06-03 15:29:18;0.003000
DROP_TABLE;2022-06-03 15:32:11;2022-06-03 15:32:11;0.000000
DROP_TABLE;2022-06-03 15:32:36;2022-06-03 15:32:36;0.000000
DROP_TABLE;2022-06-03 15:34:31;2022-06-03 15:34:31;0.000000
Mostrar_Tabela;2022-06-03 15:35:32;2022-06-03 15:35:32;0.007000
DROP_TABLE;2022-06-03 15:35:39;2022-06-03 15:35:39;0.000000
Mostrar_Tabela;2022-06-03 15:37:17;2022-06-03 15:39:43;145.946000
DROP_TABLE;2022-06-03 15:40:13;2022-06-03 15:40:16;2.988000
